[2022-03-31 08:03:56] local.ERROR: [Product] a0e4b3a3-c388-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (a0e4b3a3-c388-11eb-9c48-d89ef3099164, ?, ?, 963837, 2022-03-31 08:03:44, 2022-03-31 08:03:44))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cafe-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cafe-3872-11eb-ab33-a41f727c2fd9, 59, ?, 732510, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb00-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb00-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731377, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb02-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb02-3872-11eb-ab33-a41f727c2fd9, 59, ?, 730953, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb0e-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb0e-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731748, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb11-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb11-3872-11eb-ab33-a41f727c2fd9, 59, ?, 730954, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb14-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb14-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731477, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb16-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb16-3872-11eb-ab33-a41f727c2fd9, 59, ?, 732049, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb19-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb19-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731885, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb1a-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb1a-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731475, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb1c-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb1c-3872-11eb-ab33-a41f727c2fd9, 59, ?, 732050, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb1e-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb1e-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731473, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb1f-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb1f-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731471, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb20-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb20-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731476, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb21-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb21-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731478, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb29-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb29-3872-11eb-ab33-a41f727c2fd9, 59, ?, 730940, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb2c-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb2c-3872-11eb-ab33-a41f727c2fd9, 59, ?, 730945, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb2d-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb2d-3872-11eb-ab33-a41f727c2fd9, 59, ?, 730949, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb2e-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb2e-3872-11eb-ab33-a41f727c2fd9, 59, ?, 730950, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb2f-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb2f-3872-11eb-ab33-a41f727c2fd9, 59, ?, 730946, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb31-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb31-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731469, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb32-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb32-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731163, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb33-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb33-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731304, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb34-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb34-3872-11eb-ab33-a41f727c2fd9, 59, ?, 730951, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb35-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb35-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731498, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb36-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb36-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731165, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb37-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb37-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731500, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb39-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb39-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731502, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb3a-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb3a-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731503, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb3b-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb3b-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731501, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb3c-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb3c-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731878, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb3d-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb3d-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731164, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb3e-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb3e-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731184, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb48-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb48-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731445, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb50-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb50-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731317, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb54-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb54-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731318, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb55-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb55-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731201, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb56-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb56-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731332, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb57-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb57-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731331, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb58-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb58-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731200, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb59-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb59-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731513, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb5a-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb5a-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731512, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb5b-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb5b-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731330, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb5d-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb5d-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731329, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb5e-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb5e-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731316, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb5f-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb5f-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731315, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb63-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb63-3872-11eb-ab33-a41f727c2fd9, 59, ?, 732463, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb65-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb65-3872-11eb-ab33-a41f727c2fd9, 59, ?, 732512, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb6b-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb6b-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731314, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb6e-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb6e-3872-11eb-ab33-a41f727c2fd9, 59, ?, 732306, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb72-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb72-3872-11eb-ab33-a41f727c2fd9, 59, ?, 732298, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb74-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb74-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731311, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb76-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb76-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731313, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb77-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb77-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731312, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb79-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb79-3872-11eb-ab33-a41f727c2fd9, 59, ?, 731582, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb06-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb06-3872-11eb-ab33-a41f727c2fd9, 60, ?, 731255, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb15-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb15-3872-11eb-ab33-a41f727c2fd9, 60, ?, 731400, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb17-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb17-3872-11eb-ab33-a41f727c2fd9, 60, ?, 732457, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb18-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb18-3872-11eb-ab33-a41f727c2fd9, 60, ?, 732243, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb1b-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb1b-3872-11eb-ab33-a41f727c2fd9, 60, ?, 732038, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb1d-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb1d-3872-11eb-ab33-a41f727c2fd9, 60, ?, 732379, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb22-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb22-3872-11eb-ab33-a41f727c2fd9, 60, ?, 731399, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb23-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb23-3872-11eb-ab33-a41f727c2fd9, 60, ?, 732288, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb24-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb24-3872-11eb-ab33-a41f727c2fd9, 60, ?, 732287, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb30-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb30-3872-11eb-ab33-a41f727c2fd9, 60, ?, 731470, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
[2022-03-31 08:03:56] local.ERROR: [Product] d683cb38-3872-11eb-ab33-a41f727c2fd9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (d683cb38-3872-11eb-ab33-a41f727c2fd9, 60, ?, 731552, 2022-03-31 08:03:54, 2022-03-31 08:03:54))  
